chapter,verse,arabic_original,arabic_clean,arabic_normalized,tokens
2,43,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّـٰكِعِينَ,واقيموا الصلوة وءاتوا الزكوة واركعوا مع الركعين,واقيموا الصلوة وءاتوا الزكوة واركعوا مع الركعين,واقيموا الصلوة وءاتوا الزكوة واركعوا مع الركعين
2,44,۞أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,اتامرون الناس بالبر وتنسون انفسكم وانتم تتلون الكتب افلا تعقلون,اتامرون الناس بالبر وتنسون انفسكم وانتم تتلون الكتب افلا تعقلون,اتامرون الناس بالبر وتنسون انفسكم وانتم تتلون الكتب افلا تعقلون
2,45,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,واستعينوا بالصبر والصلوة وانها لكبيرة الا علي الخشعين,واستعينوا بالصبر والصلوة وانها لكبيرة الا علي الخشعين,واستعينوا بالصبر والصلوة وانها لكبيرة الا علي الخشعين
2,46,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,الذين يظنون انهم ملقوا ربهم وانهم اليه رجعون,الذين يظنون انهم ملقوا ربهم وانهم اليه رجعون,الذين يظنون انهم ملقوا ربهم وانهم اليه رجعون
2,47,يَٰبَنِيٓ إِسۡرَـٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,يبني اسرءيل اذكروا نعمتي التي انعمت عليكم واني فضلتكم علي العلمين,يبني اسرءيل اذكروا نعمتي التي انعمت عليكم واني فضلتكم علي العلمين,يبني اسرءيل اذكروا نعمتي التي انعمت عليكم واني فضلتكم علي العلمين
2,48,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,واتقوا يوما لا تجزي نفس عن نفس شيا ولا يقبل منها شفعة ولا يوخذ منها عدل ولا هم ينصرون,واتقوا يوما لا تجزي نفس عن نفس شيا ولا يقبل منها شفعة ولا يوخذ منها عدل ولا هم ينصرون,واتقوا يوما لا تجزي نفس عن نفس شيا ولا يقبل منها شفعة ولا يوخذ منها عدل ولا هم ينصرون
2,49,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,واذ نجينكم من ءال فرعون يسومونكم سوء العذاب يذبحون ابناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم,واذ نجينكم من ءال فرعون يسومونكم سوء العذاب يذبحون ابناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم,واذ نجينكم من ءال فرعون يسومونكم سوء العذاب يذبحون ابناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم
2,50,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,واذ فرقنا بكم البحر فانجينكم واغرقنا ءال فرعون وانتم تنظرون,واذ فرقنا بكم البحر فانجينكم واغرقنا ءال فرعون وانتم تنظرون,واذ فرقنا بكم البحر فانجينكم واغرقنا ءال فرعون وانتم تنظرون
2,51,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,واذ وعدنا موسي اربعين ليلة ثم اتخذتم العجل من بعده وانتم ظلمون,واذ وعدنا موسي اربعين ليلة ثم اتخذتم العجل من بعده وانتم ظلمون,واذ وعدنا موسي اربعين ليلة ثم اتخذتم العجل من بعده وانتم ظلمون
2,52,ثُمَّ عَفَوۡنَا عَنكُم مِّنۢ بَعۡدِ ذَٰلِكَ لَعَلَّكُمۡ تَشۡكُرُونَ,ثم عفونا عنكم من بعد ذلك لعلكم تشكرون,ثم عفونا عنكم من بعد ذلك لعلكم تشكرون,ثم عفونا عنكم من بعد ذلك لعلكم تشكرون
2,53,وَإِذۡ ءَاتَيۡنَا مُوسَى ٱلۡكِتَٰبَ وَٱلۡفُرۡقَانَ لَعَلَّكُمۡ تَهۡتَدُونَ,واذ ءاتينا موسي الكتب والفرقان لعلكم تهتدون,واذ ءاتينا موسي الكتب والفرقان لعلكم تهتدون,واذ ءاتينا موسي الكتب والفرقان لعلكم تهتدون
2,54,وَإِذۡ قَالَ مُوسَىٰ لِقَوۡمِهِۦ يَٰقَوۡمِ إِنَّكُمۡ ظَلَمۡتُمۡ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلۡعِجۡلَ فَتُوبُوٓاْ إِلَىٰ بَارِئِكُمۡ فَٱقۡتُلُوٓاْ أَنفُسَكُمۡ ذَٰلِكُمۡ خَيۡرٞ لَّكُمۡ عِندَ بَارِئِكُمۡ فَتَابَ عَلَيۡكُمۡۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,واذ قال موسي لقومه يقوم انكم ظلمتم انفسكم باتخاذكم العجل فتوبوا الي باريكم فاقتلوا انفسكم ذلكم خير لكم عند باريكم فتاب عليكم انه هو التواب الرحيم,واذ قال موسي لقومه يقوم انكم ظلمتم انفسكم باتخاذكم العجل فتوبوا الي باريكم فاقتلوا انفسكم ذلكم خير لكم عند باريكم فتاب عليكم انه هو التواب الرحيم,واذ قال موسي لقومه يقوم انكم ظلمتم انفسكم باتخاذكم العجل فتوبوا الي باريكم فاقتلوا انفسكم ذلكم خير لكم عند باريكم فتاب عليكم انه هو التواب الرحيم
2,55,وَإِذۡ قُلۡتُمۡ يَٰمُوسَىٰ لَن نُّؤۡمِنَ لَكَ حَتَّىٰ نَرَى ٱللَّهَ جَهۡرَةٗ فَأَخَذَتۡكُمُ ٱلصَّـٰعِقَةُ وَأَنتُمۡ تَنظُرُونَ,واذ قلتم يموسي لن نومن لك حتي نري الله جهرة فاخذتكم الصعقة وانتم تنظرون,واذ قلتم يموسي لن نومن لك حتي نري الله جهرة فاخذتكم الصعقة وانتم تنظرون,واذ قلتم يموسي لن نومن لك حتي نري الله جهرة فاخذتكم الصعقة وانتم تنظرون
2,56,ثُمَّ بَعَثۡنَٰكُم مِّنۢ بَعۡدِ مَوۡتِكُمۡ لَعَلَّكُمۡ تَشۡكُرُونَ,ثم بعثنكم من بعد موتكم لعلكم تشكرون,ثم بعثنكم من بعد موتكم لعلكم تشكرون,ثم بعثنكم من بعد موتكم لعلكم تشكرون
2,57,وَظَلَّلۡنَا عَلَيۡكُمُ ٱلۡغَمَامَ وَأَنزَلۡنَا عَلَيۡكُمُ ٱلۡمَنَّ وَٱلسَّلۡوَىٰۖ كُلُواْ مِن طَيِّبَٰتِ مَا رَزَقۡنَٰكُمۡۚ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوٓاْ أَنفُسَهُمۡ يَظۡلِمُونَ,وظللنا عليكم الغمام وانزلنا عليكم المن والسلوي كلوا من طيبت ما رزقنكم وما ظلمونا ولكن كانوا انفسهم يظلمون,وظللنا عليكم الغمام وانزلنا عليكم المن والسلوي كلوا من طيبت ما رزقنكم وما ظلمونا ولكن كانوا انفسهم يظلمون,وظللنا عليكم الغمام وانزلنا عليكم المن والسلوي كلوا من طيبت ما رزقنكم وما ظلمونا ولكن كانوا انفسهم يظلمون
2,58,وَإِذۡ قُلۡنَا ٱدۡخُلُواْ هَٰذِهِ ٱلۡقَرۡيَةَ فَكُلُواْ مِنۡهَا حَيۡثُ شِئۡتُمۡ رَغَدٗا وَٱدۡخُلُواْ ٱلۡبَابَ سُجَّدٗا وَقُولُواْ حِطَّةٞ نَّغۡفِرۡ لَكُمۡ خَطَٰيَٰكُمۡۚ وَسَنَزِيدُ ٱلۡمُحۡسِنِينَ,واذ قلنا ادخلوا هذه القرية فكلوا منها حيث شيتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطيكم وسنزيد المحسنين,واذ قلنا ادخلوا هذه القرية فكلوا منها حيث شيتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطيكم وسنزيد المحسنين,واذ قلنا ادخلوا هذه القرية فكلوا منها حيث شيتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطيكم وسنزيد المحسنين
2,59,فَبَدَّلَ ٱلَّذِينَ ظَلَمُواْ قَوۡلًا غَيۡرَ ٱلَّذِي قِيلَ لَهُمۡ فَأَنزَلۡنَا عَلَى ٱلَّذِينَ ظَلَمُواْ رِجۡزٗا مِّنَ ٱلسَّمَآءِ بِمَا كَانُواْ يَفۡسُقُونَ,فبدل الذين ظلموا قولا غير الذي قيل لهم فانزلنا علي الذين ظلموا رجزا من السماء بما كانوا يفسقون,فبدل الذين ظلموا قولا غير الذي قيل لهم فانزلنا علي الذين ظلموا رجزا من السماء بما كانوا يفسقون,فبدل الذين ظلموا قولا غير الذي قيل لهم فانزلنا علي الذين ظلموا رجزا من السماء بما كانوا يفسقون
2,60,۞وَإِذِ ٱسۡتَسۡقَىٰ مُوسَىٰ لِقَوۡمِهِۦ فَقُلۡنَا ٱضۡرِب بِّعَصَاكَ ٱلۡحَجَرَۖ فَٱنفَجَرَتۡ مِنۡهُ ٱثۡنَتَا عَشۡرَةَ عَيۡنٗاۖ قَدۡ عَلِمَ كُلُّ أُنَاسٖ مَّشۡرَبَهُمۡۖ كُلُواْ وَٱشۡرَبُواْ مِن رِّزۡقِ ٱللَّهِ وَلَا تَعۡثَوۡاْ فِي ٱلۡأَرۡضِ مُفۡسِدِينَ,واذ استسقي موسي لقومه فقلنا اضرب بعصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل اناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الارض مفسدين,واذ استسقي موسي لقومه فقلنا اضرب بعصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل اناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الارض مفسدين,واذ استسقي موسي لقومه فقلنا اضرب بعصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل اناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الارض مفسدين
2,61,وَإِذۡ قُلۡتُمۡ يَٰمُوسَىٰ لَن نَّصۡبِرَ عَلَىٰ طَعَامٖ وَٰحِدٖ فَٱدۡعُ لَنَا رَبَّكَ يُخۡرِجۡ لَنَا مِمَّا تُنۢبِتُ ٱلۡأَرۡضُ مِنۢ بَقۡلِهَا وَقِثَّآئِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَاۖ قَالَ أَتَسۡتَبۡدِلُونَ ٱلَّذِي هُوَ أَدۡنَىٰ بِٱلَّذِي هُوَ خَيۡرٌۚ ٱهۡبِطُواْ مِصۡرٗا فَإِنَّ لَكُم مَّا سَأَلۡتُمۡۗ وَضُرِبَتۡ عَلَيۡهِمُ ٱلذِّلَّةُ وَٱلۡمَسۡكَنَةُ وَبَآءُو بِغَضَبٖ مِّنَ ٱللَّهِۚ ذَٰلِكَ بِأَنَّهُمۡ كَانُواْ يَكۡفُرُونَ بِـَٔايَٰتِ ٱللَّهِ وَيَقۡتُلُونَ ٱلنَّبِيِّـۧنَ بِغَيۡرِ ٱلۡحَقِّۚ ذَٰلِكَ بِمَا عَصَواْ وَّكَانُواْ يَعۡتَدُونَ,واذ قلتم يموسي لن نصبر علي طعام وحد فادع لنا ربك يخرج لنا مما تنبت الارض من بقلها وقثايها وفومها وعدسها وبصلها قال اتستبدلون الذي هو ادني بالذي هو خير اهبطوا مصرا فان لكم ما سالتم وضربت عليهم الذلة والمسكنة وباءو بغضب من الله ذلك بانهم كانوا يكفرون بايت الله ويقتلون النبين بغير الحق ذلك بما عصوا وكانوا يعتدون,واذ قلتم يموسي لن نصبر علي طعام وحد فادع لنا ربك يخرج لنا مما تنبت الارض من بقلها وقثايها وفومها وعدسها وبصلها قال اتستبدلون الذي هو ادني بالذي هو خير اهبطوا مصرا فان لكم ما سالتم وضربت عليهم الذلة والمسكنة وباءو بغضب من الله ذلك بانهم كانوا يكفرون بايت الله ويقتلون النبين بغير الحق ذلك بما عصوا وكانوا يعتدون,واذ قلتم يموسي لن نصبر علي طعام وحد فادع لنا ربك يخرج لنا مما تنبت الارض من بقلها وقثايها وفومها وعدسها وبصلها قال اتستبدلون الذي هو ادني بالذي هو خير اهبطوا مصرا فان لكم ما سالتم وضربت عليهم الذلة والمسكنة وباءو بغضب من الله ذلك بانهم كانوا يكفرون بايت الله ويقتلون النبين بغير الحق ذلك بما عصوا وكانوا يعتدون
